edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	988188	988577	.	-	0	ID=AAHFOCED_01038;Name=atpD_4;gene=atpD_4;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01416;locus_tag=AAHFOCED_01038;product=ATP synthase subunit delta
edge_3683l	Prodigal:002006	CDS	988577	989116	.	-	0	ID=AAHFOCED_01039;Name=atpF;gene=atpF;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01398;locus_tag=AAHFOCED_01039;product=ATP synthase subunit b
edge_3683l	Prodigal:002006	CDS	989126	989338	.	-	0	ID=AAHFOCED_01040;Name=atpH;gene=atpH;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01396;locus_tag=AAHFOCED_01040;product=ATP synthase subunit c
edge_3683l	Prodigal:002006	CDS	989375	990196	.	-	0	ID=AAHFOCED_01041;Name=atpB;db_xref=COG:COG0356;gene=atpB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WPV7;locus_tag=AAHFOCED_01041;product=ATP synthase subunit a
edge_3683l	Prodigal:002006	CDS	990202	990462	.	-	0	ID=AAHFOCED_01042;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01042;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	990518	990715	.	+	0	ID=AAHFOCED_01043;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01043;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	990784	991137	.	+	0	ID=AAHFOCED_01044;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01044;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	991341	991520	.	+	0	ID=AAHFOCED_01045;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01045;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	991649	991828	.	-	0	ID=AAHFOCED_01046;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01046;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	991940	992218	.	-	0	ID=AAHFOCED_01047;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01047;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	992158	993207	.	-	0	ID=AAHFOCED_01048;eC_number=2.4.1.337;db_xref=COG:COG0438;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8CWR6;locus_tag=AAHFOCED_01048;product=Alpha-monoglucosyldiacylglycerol synthase
edge_3683l	Prodigal:002006	CDS	993254	994282	.	-	0	ID=AAHFOCED_01049;eC_number=2.4.1.-;Name=cpoA;db_xref=COG:COG0438;gene=cpoA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8DPV9;locus_tag=AAHFOCED_01049;product=Alpha-galactosylglucosyldiacylglycerol synthase
edge_3683l	Prodigal:002006	CDS	994263	995096	.	-	0	ID=AAHFOCED_01050;eC_number=2.7.4.25;Name=cmk;gene=cmk;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00238;locus_tag=AAHFOCED_01050;product=Cytidylate kinase
edge_3683l	Prodigal:002006	CDS	995206	995733	.	-	0	ID=AAHFOCED_01051;eC_number=2.7.8.5;Name=pgsA;gene=pgsA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01437;locus_tag=AAHFOCED_01051;product=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
edge_3683l	Prodigal:002006	CDS	995854	996333	.	+	0	ID=AAHFOCED_01052;Name=smpB;db_xref=COG:COG0691;gene=smpB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O32230;locus_tag=AAHFOCED_01052;product=SsrA-binding protein
edge_3683l	Prodigal:002006	CDS	996333	997130	.	+	0	ID=AAHFOCED_01053;eC_number=3.1.11.2;Name=exoA;db_xref=COG:COG0708;gene=exoA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37454;locus_tag=AAHFOCED_01053;product=Exodeoxyribonuclease
edge_3683l	Prodigal:002006	CDS	997150	997941	.	+	0	ID=AAHFOCED_01054;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01054;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	997979	998066	.	-	.	ID=AAHFOCED_01055;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_01055;product=tRNA-Leu(caa)
edge_3683l	Prodigal:002006	CDS	998134	999240	.	+	0	ID=AAHFOCED_01056;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01056;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	999241	1000704	.	-	0	ID=AAHFOCED_01057;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01057;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1000824	1001780	.	+	0	ID=AAHFOCED_01058;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01058;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1001809	1003335	.	+	0	ID=AAHFOCED_01059;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01059;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1003340	1004770	.	+	0	ID=AAHFOCED_01060;eC_number=6.1.1.17;Name=gltX1;db_xref=COG:COG0008;gene=gltX1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9X172;locus_tag=AAHFOCED_01060;product=Glutamate--tRNA ligase 1
edge_3683l	Prodigal:002006	CDS	1004985	1005899	.	+	0	ID=AAHFOCED_01061;Name=yerB;gene=yerB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O34968;locus_tag=AAHFOCED_01061;product=Putative lipoprotein YerB
edge_3683l	Prodigal:002006	CDS	1005890	1006525	.	+	0	ID=AAHFOCED_01062;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01062;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1006477	1007433	.	+	0	ID=AAHFOCED_01063;eC_number=2.7.-.-;Name=sasA_5;gene=sasA_5;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837;locus_tag=AAHFOCED_01063;product=Adaptive-response sensory-kinase SasA
edge_3683l	Prodigal:002006	CDS	1007444	1007815	.	+	0	ID=AAHFOCED_01064;Name=qseB;gene=qseB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8XBS3;locus_tag=AAHFOCED_01064;product=Transcriptional regulatory protein QseB
edge_3683l	Aragorn:001002	tRNA	1007877	1007951	.	+	.	ID=AAHFOCED_01065;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_01065;product=tRNA-Glu(ctc)
edge_3683l	Prodigal:002006	CDS	1008131	1009477	.	+	0	ID=AAHFOCED_01066;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01066;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1009498	1010595	.	-	0	ID=AAHFOCED_01067;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01067;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1010669	1011277	.	+	0	ID=AAHFOCED_01068;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01068;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1011355	1012359	.	+	0	ID=AAHFOCED_01069;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01069;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1012356	1013486	.	+	0	ID=AAHFOCED_01070;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01070;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1013496	1014374	.	-	0	ID=AAHFOCED_01071;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01071;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1014390	1014767	.	-	0	ID=AAHFOCED_01072;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01072;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1014861	1015241	.	+	0	ID=AAHFOCED_01073;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01073;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1015272	1015661	.	+	0	ID=AAHFOCED_01074;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01074;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1015710	1016078	.	+	0	ID=AAHFOCED_01075;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01075;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1016085	1017152	.	+	0	ID=AAHFOCED_01076;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01076;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1017139	1017777	.	+	0	ID=AAHFOCED_01077;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01077;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1017774	1018331	.	-	0	ID=AAHFOCED_01078;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01078;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1018394	1020169	.	-	0	ID=AAHFOCED_01079;Name=apeX;db_xref=COG:COG2409;gene=apeX;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q81QL7;locus_tag=AAHFOCED_01079;product=Apo-petrobactin exporter
edge_3683l	Prodigal:002006	CDS	1020297	1020518	.	-	0	ID=AAHFOCED_01080;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01080;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1020734	1020979	.	+	0	ID=AAHFOCED_01081;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01081;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1020969	1021352	.	-	0	ID=AAHFOCED_01082;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01082;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1021435	1021797	.	-	0	ID=AAHFOCED_01083;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01083;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1021895	1022440	.	+	0	ID=AAHFOCED_01084;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01084;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1022379	1022642	.	+	0	ID=AAHFOCED_01085;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01085;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1022941	1023420	.	+	0	ID=AAHFOCED_01086;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01086;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1023414	1023992	.	-	0	ID=AAHFOCED_01087;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01087;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1024051	1024689	.	+	0	ID=AAHFOCED_01088;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q02170;locus_tag=AAHFOCED_01088;note=UPF0758 protein YsxA;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1024737	1026212	.	+	0	ID=AAHFOCED_01089;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01089;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1026209	1026502	.	+	0	ID=AAHFOCED_01090;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01090;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1026499	1027053	.	+	0	ID=AAHFOCED_01091;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01091;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1027050	1028225	.	+	0	ID=AAHFOCED_01092;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01092;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1028218	1029288	.	+	0	ID=AAHFOCED_01093;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01093;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1029418	1029570	.	-	0	ID=AAHFOCED_01094;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01094;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1029574	1030281	.	-	0	ID=AAHFOCED_01095;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01095;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1030318	1033458	.	+	0	ID=AAHFOCED_01096;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01096;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1033730	1035001	.	+	0	ID=AAHFOCED_01097;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01097;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1035056	1035559	.	+	0	ID=AAHFOCED_01098;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01098;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1035577	1036119	.	+	0	ID=AAHFOCED_01099;eC_number=2.4.2.8;Name=hpt;gene=hpt;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q5XEL6;locus_tag=AAHFOCED_01099;product=Hypoxanthine-guanine phosphoribosyltransferase
edge_3683l	Prodigal:002006	CDS	1036127	1036444	.	-	0	ID=AAHFOCED_01100;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01100;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1036518	1037042	.	-	0	ID=AAHFOCED_01101;eC_number=3.4.-.-;Name=yedK;db_xref=COG:COG2135;gene=yedK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P76318;locus_tag=AAHFOCED_01101;product=SOS response-associated protein YedK
edge_3683l	Prodigal:002006	CDS	1037282	1038010	.	+	0	ID=AAHFOCED_01102;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01102;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1038113	1038745	.	-	0	ID=AAHFOCED_01103;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01103;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1038802	1039767	.	+	0	ID=AAHFOCED_01104;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01104;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1039993	1040970	.	+	0	ID=AAHFOCED_01105;eC_number=2.5.1.6;Name=metK;db_xref=COG:COG0192;gene=metK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0A817;locus_tag=AAHFOCED_01105;product=S-adenosylmethionine synthase
edge_3683l	Prodigal:002006	CDS	1041022	1041681	.	+	0	ID=AAHFOCED_01106;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01106;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1041750	1042094	.	-	0	ID=AAHFOCED_01107;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01107;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1042274	1042837	.	-	0	ID=AAHFOCED_01108;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01108;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1042902	1043504	.	-	0	ID=AAHFOCED_01109;eC_number=3.2.2.21;Name=alkA;db_xref=COG:COG0122;gene=alkA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37878;locus_tag=AAHFOCED_01109;product=DNA-3-methyladenine glycosylase
edge_3683l	Prodigal:002006	CDS	1043531	1044136	.	-	0	ID=AAHFOCED_01110;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01110;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1044194	1044451	.	-	0	ID=AAHFOCED_01111;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01111;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1044506	1044829	.	+	0	ID=AAHFOCED_01112;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01112;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1044887	1045723	.	-	0	ID=AAHFOCED_01113;eC_number=1.-.-.-;db_xref=COG:COG0656;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QV10;locus_tag=AAHFOCED_01113;product=putative oxidoreductase/MSMEI_2347
edge_3683l	Prodigal:002006	CDS	1045814	1046341	.	+	0	ID=AAHFOCED_01114;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01114;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1046399	1046812	.	+	0	ID=AAHFOCED_01115;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01115;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1046816	1047202	.	-	0	ID=AAHFOCED_01116;eC_number=5.2.1.8;Name=fbp_2;db_xref=COG:COG0545;gene=fbp_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0A0W2;locus_tag=AAHFOCED_01116;product=FK506-binding protein
edge_3683l	Prodigal:002006	CDS	1047246	1048058	.	-	0	ID=AAHFOCED_01117;eC_number=1.-.-.-;Name=sadH;gene=sadH;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGP9;locus_tag=AAHFOCED_01117;product=Putative oxidoreductase SadH
edge_3683l	Prodigal:002006	CDS	1048188	1048871	.	+	0	ID=AAHFOCED_01118;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01118;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1048881	1049546	.	-	0	ID=AAHFOCED_01119;eC_number=3.4.22.-;Name=srtD;db_xref=COG:COG3764;gene=srtD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P54603;locus_tag=AAHFOCED_01119;product=Sortase D
edge_3683l	Prodigal:002006	CDS	1049742	1051415	.	+	0	ID=AAHFOCED_01120;eC_number=1.3.99.4;Name=ksdD;db_xref=COG:COG1053;gene=ksdD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0R4S9;locus_tag=AAHFOCED_01120;product=3-oxosteroid 1-dehydrogenase
edge_3683l	Prodigal:002006	CDS	1051416	1052720	.	-	0	ID=AAHFOCED_01121;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01121;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1052764	1053249	.	-	0	ID=AAHFOCED_01122;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01122;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1053259	1053774	.	-	0	ID=AAHFOCED_01123;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01123;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1053774	1054100	.	-	0	ID=AAHFOCED_01124;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01124;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1054195	1055055	.	+	0	ID=AAHFOCED_01125;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01125;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1055090	1055398	.	+	0	ID=AAHFOCED_01126;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01126;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1055437	1055964	.	+	0	ID=AAHFOCED_01127;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01127;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1056150	1058051	.	+	0	ID=AAHFOCED_01128;eC_number=2.7.13.3;Name=rcsC_3;gene=rcsC_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00979;locus_tag=AAHFOCED_01128;product=Sensor histidine kinase RcsC
edge_3683l	Prodigal:002006	CDS	1058139	1058969	.	+	0	ID=AAHFOCED_01129;Name=rssB;gene=rssB;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00958;locus_tag=AAHFOCED_01129;product=Regulator of RpoS
edge_3683l	Prodigal:002006	CDS	1058995	1059684	.	+	0	ID=AAHFOCED_01130;eC_number=5.4.99.-;Name=rluF;db_xref=COG:COG1187;gene=rluF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P32684;locus_tag=AAHFOCED_01130;product=Dual-specificity RNA pseudouridine synthase RluF
edge_3683l	Prodigal:002006	CDS	1059779	1060012	.	+	0	ID=AAHFOCED_01131;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01131;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1060099	1060398	.	-	0	ID=AAHFOCED_01132;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01132;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1060441	1061829	.	+	0	ID=AAHFOCED_01133;Name=der;db_xref=COG:COG1160;gene=der;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P50743;locus_tag=AAHFOCED_01133;product=GTPase Der
edge_3683l	Prodigal:002006	CDS	1061830	1062984	.	-	0	ID=AAHFOCED_01134;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01134;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1063001	1063801	.	-	0	ID=AAHFOCED_01135;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01135;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1063805	1064545	.	-	0	ID=AAHFOCED_01136;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01136;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1064548	1066020	.	-	0	ID=AAHFOCED_01137;eC_number=2.4.1.12;Name=bcsA;db_xref=COG:COG1215;gene=bcsA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37653;locus_tag=AAHFOCED_01137;product=Cellulose synthase catalytic subunit [UDP-forming]
edge_3683l	Prodigal:002006	CDS	1066053	1066250	.	-	0	ID=AAHFOCED_01138;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01138;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1066339	1066911	.	+	0	ID=AAHFOCED_01139;eC_number=3.1.1.29;Name=pth;gene=pth;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:B5XIP6;locus_tag=AAHFOCED_01139;product=Peptidyl-tRNA hydrolase
edge_3683l	Prodigal:002006	CDS	1066896	1068011	.	-	0	ID=AAHFOCED_01140;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01140;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1068001	1068822	.	-	0	ID=AAHFOCED_01141;Name=zupT;gene=zupT;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00548;locus_tag=AAHFOCED_01141;product=Zinc transporter ZupT
edge_3683l	Prodigal:002006	CDS	1068918	1069322	.	+	0	ID=AAHFOCED_01142;Name=zur;db_xref=COG:COG0735;gene=zur;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P54479;locus_tag=AAHFOCED_01142;product=Zinc-specific metallo-regulatory protein
edge_3683l	Prodigal:002006	CDS	1069319	1070359	.	-	0	ID=AAHFOCED_01143;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01143;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1070479	1070976	.	-	0	ID=AAHFOCED_01144;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01144;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1071467	1072333	.	+	0	ID=AAHFOCED_01145;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01145;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1072315	1073148	.	-	0	ID=AAHFOCED_01146;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01146;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1073285	1075588	.	+	0	ID=AAHFOCED_01147;eC_number=5.6.2.1;Name=topA;gene=topA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q7A5Y5;locus_tag=AAHFOCED_01147;product=DNA topoisomerase 1
edge_3683l	Prodigal:002006	CDS	1075861	1076925	.	+	0	ID=AAHFOCED_01148;Name=rpoS;gene=rpoS;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00959;locus_tag=AAHFOCED_01148;product=RNA polymerase sigma factor RpoS
edge_3683l	Prodigal:002006	CDS	1076973	1079873	.	+	0	ID=AAHFOCED_01149;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01149;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1079904	1080161	.	+	0	ID=AAHFOCED_01150;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01150;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1081005	1081949	.	-	0	ID=AAHFOCED_01151;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01151;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1081952	1083067	.	-	0	ID=AAHFOCED_01152;eC_number=2.4.1.227;Name=murG;gene=murG;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00033;locus_tag=AAHFOCED_01152;product=UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
edge_3683l	Prodigal:002006	CDS	1083039	1084331	.	-	0	ID=AAHFOCED_01153;eC_number=2.4.1.129;Name=ftsW;gene=ftsW;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00913;locus_tag=AAHFOCED_01153;product=peptidoglycan glycosyltransferase FtsW
edge_3683l	Prodigal:002006	CDS	1084333	1086072	.	-	0	ID=AAHFOCED_01154;Name=spoVD;db_xref=COG:COG0768;gene=spoVD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q03524;locus_tag=AAHFOCED_01154;product=Stage V sporulation protein D
edge_3683l	Prodigal:002006	CDS	1086080	1086430	.	-	0	ID=AAHFOCED_01155;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01155;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1086647	1087549	.	-	0	ID=AAHFOCED_01156;eC_number=2.1.1.199;Name=rsmH;db_xref=COG:COG0275;gene=rsmH;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P60390;locus_tag=AAHFOCED_01156;product=Ribosomal RNA small subunit methyltransferase H
edge_3683l	Prodigal:002006	CDS	1087878	1088249	.	-	0	ID=AAHFOCED_01157;Name=mraZ;gene=mraZ;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01008;locus_tag=AAHFOCED_01157;product=Transcriptional regulator MraZ
edge_3683l	Prodigal:002006	CDS	1088429	1088626	.	-	0	ID=AAHFOCED_01158;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01158;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	1088671	1089375	.	-	0	ID=AAHFOCED_01159;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_01159;product=hypothetical protein
